cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,latitude,longitude,month,year
02A,02A001278,2A032,BASTELICACCIA,,,,02A00108912,2021-11-02,08h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE BASTELICACCIA,KYRNOLIA CEO BALEONE,MAIRIE DE BASTELICACCIA,C,C,C,N,41.93294355000001,8.83624681602052,11,2021
02A,02A001278,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00108986,2021-11-08,11h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisatio n.,O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,11,2021
02A,02A001278,2A130,GROSSETO-PRUGNA,02A001615,STATION BOMORTO RIVE SUD,100 %,02A00109043,2021-10-25,10h55,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. De plus, l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.",O.E.H.C ,O.E.H.C SIÈGE SOCIAL,O.E.H.C SIÈGE SOCIAL,C,C,C,N,41.88159405,8.818055732027885,10,2021
02A,02A001281,2A031,BASTELICA,02A002646,TTP ESE,100 %,02A00106428,2021-02-08,08h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas.,COMMUNE DE BASTELICA,MAIRIE DE BASTELICA,MAIRIE DE BASTELICA,C,C,C,N,42.00162329999999,9.049484199999998,2,2021
02A,02A001281,2A031,BASTELICA,02A002646,TTP ESE,100 %,02A00106793,2021-03-24,08h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas. La présence de germes coliformes est également à surveiller.,COMMUNE DE BASTELICA,MAIRIE DE BASTELICA,MAIRIE DE BASTELICA,C,C,N,N,42.00162329999999,9.049484199999998,3,2021
02A,02A001426,2A118,FOZZANO,,,,02A00106480,2021-02-17,09h55,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes bactéries coliformes impose une surveillance renforcée.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,N,N,41.6993191,9.0017883,2,2021
02A,02A001426,2A118,FOZZANO,,,,02A00106933,2021-05-12,08h20,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,N,C,N,N,41.6993191,9.0017883,5,2021
02A,02A001426,2A118,FOZZANO,02A002082,CHLORATION BURGO MARTINI FOZZANO,100 %,02A00108073,2021-06-07,10h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La présence de germes sulfito-réducteurs est à surveiller. L'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,N,N,41.6993191,9.0017883,6,2021
02A,02A001426,2A118,FOZZANO,,,,02A00108552,2021-09-21,08h55,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,N,C,N,N,41.6993191,9.0017883,9,2021
02A,02A001426,2A118,FOZZANO,02A002082,CHLORATION BURGO MARTINI FOZZANO,100 %,02A00108847,2021-10-20,08h40,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée. Il est à noter une faible minéralisation.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,N,N,C,N,41.6993191,9.0017883,10,2021
02A,02A001431,2A308,SAINTE-LUCIE-DE-TALLANO,,,,02A00106371,2021-02-04,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE SAINTE LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,C,C,C,C,41.6976517,9.06404,2,2021
02A,02A001431,2A308,SAINTE-LUCIE-DE-TALLANO,02A003026,TTP CHIALZA,100 %,02A00107254,2021-06-29,09h50,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE SAINTE LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,MAIRIE DE SAINTE-LUCIE DE TALLANO,N,C,N,N,41.6976517,9.06404,6,2021
02A,02A001606,2A022,ARRO,02A002110,UNITÉ TRAITEMENT ARRO,100 %,02A00106572,2021-03-05,10h10,Eau d'alimentation conforme aux limites de qualité en vigueur et ne satisfaisant pas aux références de qualité. Il est à noter un pH bas.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,N,42.0932401,8.8143792,3,2021
02A,02A001606,2A022,ARRO,,,,02A00106880,2021-05-06,08h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,42.0932401,8.8143792,5,2021
02A,02A001606,2A022,ARRO,,,,02A00107366,2021-07-08,09h10,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,N,C,C,C,42.0932401,8.8143792,7,2021
02A,02A001606,2A022,ARRO,02A002110,UNITÉ TRAITEMENT ARRO,100 %,02A00108496,2021-09-10,09h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,42.0932401,8.8143792,9,2021
02A,02A001606,2A022,ARRO,,,,02A00108923,2021-11-09,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SYNDICAT CINARCA LIAMONE INTERIEUR,SYNDICAT DE CINARCA-LIAMONE,SYNDICAT DE CINARCA-LIAMONE,C,C,C,C,42.0932401,8.8143792,11,2021
02A,02A001636,2A351,VILLANOVA,02A001637,TTP RESERVOIR SCAGLIOLI,100 %,02A00106615,2021-03-09,08h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,3,2021
02A,02A001636,2A351,VILLANOVA,,,,02A00106910,2021-05-07,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,5,2021
02A,02A001636,2A351,VILLANOVA,,,,02A00108210,2021-08-25,08h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,8,2021
02A,02A001636,2A351,VILLANOVA,02A001637,TTP RESERVOIR SCAGLIOLI,100 %,02A00108233,2021-08-27,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,8,2021
02A,02A001636,2A351,VILLANOVA,,,,02A00109003,2021-11-16,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,11,2021
02A,02A001638,2A351,VILLANOVA,02A001639,TTP RESERVOIR COSTI,100 %,02A00106247,2021-01-08,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,1,2021
02A,02A001638,2A351,VILLANOVA,,,,02A00106911,2021-05-07,08h55,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,5,2021
02A,02A001638,2A351,VILLANOVA,,,,02A00108211,2021-08-25,09h09,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,8,2021
02A,02A001638,2A351,VILLANOVA,02A001639,TTP RESERVOIR COSTI,100 %,02A00108227,2021-08-25,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,8,2021
02A,02A001638,2A351,VILLANOVA,,,,02A00109052,2021-11-19,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.A.P.A.,KYRNOLIA CEO BALEONE,C.A.P.A,C,C,C,N,41.9591678,8.668422,11,2021
02A,02A001641,2A191,OLMICCIA,02A002092,STATION OLMICCIA,100 %,02A00106397,2021-02-04,09h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' OLMICCIA,MAIRIE D' OLMICCIA,MAIRIE D' OLMICCIA,C,C,C,C,41.6931445,9.059534199999998,2,2021
02A,02A001641,2A191,OLMICCIA,,,,02A00106730,2021-04-13,10h05,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes bactéries coliformes impose une surveillance renforcée.,COMMUNE D' OLMICCIA,MAIRIE D' OLMICCIA,MAIRIE D' OLMICCIA,C,C,N,C,41.6931445,9.059534199999998,4,2021
02A,02A001641,2A191,OLMICCIA,,,,02A00107823,2021-08-05,09h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' OLMICCIA,MAIRIE D' OLMICCIA,MAIRIE D' OLMICCIA,C,C,C,C,41.6931445,9.059534199999998,8,2021
02A,02A001641,2A191,OLMICCIA,02A002092,STATION OLMICCIA,100 %,02A00108759,2021-10-15,09h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE D' OLMICCIA,MAIRIE D' OLMICCIA,MAIRIE D' OLMICCIA,C,C,C,C,41.6931445,9.059534199999998,10,2021
02A,02A001647,2A129,GROSSA,,,,02A00106506,2021-03-01,11h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.6103436,8.8771194,3,2021
02A,02A001647,2A129,GROSSA,02A001673,CHLORATION INTERMEDIAIRE GROSSA,100 %,02A00106819,2021-04-27,10h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.6103436,8.8771194,4,2021
02A,02A001647,2A129,GROSSA,,,,02A00107207,2021-06-22,10h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.6103436,8.8771194,6,2021
02A,02A001647,2A129,GROSSA,,,,02A00108788,2021-10-18,11h00,"Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. La teneur en chlore libre est excessive, et l'excès de désinfectant peut générer une odeur ou une saveur désagréable.",C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.6103436,8.8771194,10,2021
02A,02A001647,2A129,GROSSA,02A001673,CHLORATION INTERMEDIAIRE GROSSA,100 %,02A00108868,2021-09-23,11h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter que l'agressivité est susceptible d'engendrer des risques de corrosion des canalisations.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,N,41.6103436,8.8771194,9,2021
02A,02A001650,2A269,SARI-SOLENZARA,,,,02A00106788,2021-03-24,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SYNDICAT DU CAVO,C,C,C,N,41.8164422,9.34513684948039,3,2021
02A,02A001650,2A269,SARI-SOLENZARA,02A001648,STATION SARI-TOGNA,100 %,02A00106789,2021-03-24,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SYNDICAT DU CAVO,C,C,C,N,41.8164422,9.34513684948039,3,2021
02A,02A001650,2A269,SARI-SOLENZARA,,,,02A00107888,2021-07-21,08h40,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SYNDICAT DU CAVO,C,C,C,N,41.8164422,9.34513684948039,7,2021
02A,02A001650,2A269,SARI-SOLENZARA,02A001648,STATION SARI-TOGNA,100 %,02A00108258,2021-09-02,10h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SYNDICAT DU CAVO,C,C,C,N,41.8164422,9.34513684948039,9,2021
02A,02A001651,2A269,SARI-SOLENZARA,02A001648,STATION SARI-TOGNA,100 %,02A00106789,2021-03-24,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. La teneur en chlore libre est excessive.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SYNDICAT DU CAVO,C,C,C,N,41.8164422,9.34513684948039,3,2021
02A,02A001651,2A269,SARI-SOLENZARA,,,,02A00106799,2021-03-24,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SYNDICAT DU CAVO,C,C,C,N,41.8164422,9.34513684948039,3,2021
02A,02A001651,2A269,SARI-SOLENZARA,,,,02A00107887,2021-07-21,08h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SYNDICAT DU CAVO,C,C,C,N,41.8164422,9.34513684948039,7,2021
02A,02A001651,2A269,SARI-SOLENZARA,02A001648,STATION SARI-TOGNA,100 %,02A00108258,2021-09-02,10h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,SIVOM DU CAVO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),SYNDICAT DU CAVO,C,C,C,N,41.8164422,9.34513684948039,9,2021
02A,02A001654,2A061,CARBINI,,,,02A00106537,2021-03-03,10h10,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CARBINI,MAIRIE DE CARBINI,MAIRIE DE CARBINI,C,C,C,N,41.6790829,9.146958,3,2021
02A,02A001654,2A061,CARBINI,02A003099,RESERVOIR CARBINI,100 %,02A00106757,2021-04-19,09h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,COMMUNE DE CARBINI,MAIRIE DE CARBINI,MAIRIE DE CARBINI,C,C,C,N,41.6790829,9.146958,4,2021
02A,02A001654,2A061,CARBINI,,,,02A00107250,2021-06-29,09h05,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,COMMUNE DE CARBINI,MAIRIE DE CARBINI,MAIRIE DE CARBINI,C,C,C,N,41.6790829,9.146958,6,2021
02A,02A001654,2A061,CARBINI,,,,02A00108801,2021-10-21,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,COMMUNE DE CARBINI,MAIRIE DE CARBINI,MAIRIE DE CARBINI,C,C,C,C,41.6790829,9.146958,10,2021
02A,02A001654,2A061,CARBINI,02A003099,RESERVOIR CARBINI,100 %,02A00108877,2021-10-26,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CARBINI,MAIRIE DE CARBINI,MAIRIE DE CARBINI,C,C,C,N,41.6790829,9.146958,10,2021
02A,02A001655,2A061,CARBINI,,,,02A00106538,2021-03-03,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE CARBINI,MAIRIE DE CARBINI,MAIRIE DE CARBINI,C,C,C,N,41.6790829,9.146958,3,2021
02A,02A001655,2A061,CARBINI,02A003098,RESERVOIR D'ORONE,100 %,02A00106756,2021-04-19,09h00,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un pH bas. La teneur en chlore libre est excessive.,COMMUNE DE CARBINI,MAIRIE DE CARBINI,MAIRIE DE CARBINI,C,C,C,N,41.6790829,9.146958,4,2021
02A,02A001655,2A061,CARBINI,,,,02A00107251,2021-06-29,08h50,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,COMMUNE DE CARBINI,MAIRIE DE CARBINI,MAIRIE DE CARBINI,C,C,C,N,41.6790829,9.146958,6,2021
02A,02A001655,2A061,CARBINI,,,,02A00108800,2021-10-21,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE CARBINI,MAIRIE DE CARBINI,MAIRIE DE CARBINI,C,C,C,C,41.6790829,9.146958,10,2021
02A,02A001655,2A061,CARBINI,02A003098,RESERVOIR D'ORONE,100 %,02A00108878,2021-10-26,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Teneur en chlore excessive.,COMMUNE DE CARBINI,MAIRIE DE CARBINI,MAIRIE DE CARBINI,C,C,C,N,41.6790829,9.146958,10,2021
02A,02A001664,2A362,ZONZA,,,,02A00106808,2021-04-27,08h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,C,C,C,N,41.74936629999999,9.1706374,4,2021
02A,02A001664,2A362,ZONZA,02A002088,UNITE STERILISATION PACCIONITOLI,100 %,02A00106818,2021-04-27,08h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation et un Ph bas.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,C,C,C,N,41.74936629999999,9.1706374,4,2021
02A,02A001664,2A362,ZONZA,,,,02A00108106,2021-08-19,10h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,C,C,C,N,41.74936629999999,9.1706374,8,2021
02A,02A001664,2A362,ZONZA,,,,02A00108798,2021-10-21,09h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,C,C,C,N,41.74936629999999,9.1706374,10,2021
02A,02A001664,2A362,ZONZA,02A002088,UNITE STERILISATION PACCIONITOLI,100 %,02A00109036,2021-11-18,10h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation. Le carbone organique total est également à surveiller.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,C,C,C,N,41.74936629999999,9.1706374,11,2021
02A,02A001666,2A362,ZONZA,,,,02A00106809,2021-04-27,08h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,C,C,C,C,41.74936629999999,9.1706374,4,2021
02A,02A001666,2A362,ZONZA,02A002089,UNITE STERILISATION CARABONA,100 %,02A00107230,2021-06-23,09h30,Eau d'alimentation non-conforme aux exigences de qualité. La présence de germes fécaux impose une surveillance renforcée.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,N,C,N,C,41.74936629999999,9.1706374,6,2021
02A,02A001666,2A362,ZONZA,,,,02A00108105,2021-08-19,10h45,Eau d'alimentation non-conforme aux exigences de qualité. La présence massive de germes fécaux impose une surveillance renforcée.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,N,C,N,C,41.74936629999999,9.1706374,8,2021
02A,02A001666,2A362,ZONZA,,,,02A00108247,2021-08-31,10h15,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,C,C,C,C,41.74936629999999,9.1706374,8,2021
02A,02A001666,2A362,ZONZA,,,,02A00108799,2021-10-21,10h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,C,C,C,C,41.74936629999999,9.1706374,10,2021
02A,02A001666,2A362,ZONZA,02A002089,UNITE STERILISATION CARABONA,100 %,02A00109035,2021-11-18,10h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,COMMUNE DE ZONZA,MAIRIE DE ZONZA,MAIRIE DE ZONZA,C,C,C,C,41.74936629999999,9.1706374,11,2021
02A,02A001672,2A324,TAVERA,02A002593,UNITE DE CHLORATION,100 %,02A00106727,2021-04-02,09h15,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE TAVERA,KYRNOLIA CEO BALEONE,MAIRIE DE TAVERA,C,C,C,N,42.06796720000001,9.0166241,4,2021
02A,02A001672,2A324,TAVERA,,,,02A00106813,2021-04-30,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE TAVERA,KYRNOLIA CEO BALEONE,MAIRIE DE TAVERA,C,C,C,N,42.06796720000001,9.0166241,4,2021
02A,02A001672,2A324,TAVERA,,,,02A00107105,2021-06-11,09h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE TAVERA,KYRNOLIA CEO BALEONE,MAIRIE DE TAVERA,C,C,C,N,42.06796720000001,9.0166241,6,2021
02A,02A001672,2A324,TAVERA,,,,02A00108197,2021-08-25,08h35,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE TAVERA,KYRNOLIA CEO BALEONE,MAIRIE DE TAVERA,C,C,C,N,42.06796720000001,9.0166241,8,2021
02A,02A001672,2A324,TAVERA,02A002593,UNITE DE CHLORATION,100 %,02A00109041,2021-11-15,09h30,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,COMMUNE DE TAVERA,KYRNOLIA CEO BALEONE,MAIRIE DE TAVERA,C,C,C,N,42.06796720000001,9.0166241,11,2021
02A,02A001789,2A272,SARTENE,,,,02A00106603,2021-03-08,09h25,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,N,41.6208848,8.9721882,3,2021
02A,02A001789,2A272,SARTENE,,,,02A00107130,2021-06-10,08h20,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Il est à noter une faible minéralisation.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,N,41.6208848,8.9721882,6,2021
02A,02A001789,2A272,SARTENE,,,,02A00108226,2021-08-24,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,C.C.S.V. KYRNOLIA,KYRNOLIA CEO BALEONE,C. C. DU SARTENAIS VALINCO,C,C,C,C,41.6208848,8.9721882,8,2021
02A,02A001890,2A247,PORTO-VECCHIO,,,,02A00106795,2021-03-25,10h45,Eau d'alimentation conforme aux limites de qualité et ne satisfaisant pas aux références de qualité. Teneur en chlore libre excessive.,COMMUNE DE PORTO VECCHIO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),MAIRIE DE PORTO-VECCHIO,C,C,C,C,41.5911382,9.2794469,3,2021
02A,02A001890,2A247,PORTO-VECCHIO,,,,02A00107471,2021-07-13,11h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter qu'une température de l'eau supérieure à 25° peut entrainer des développements bactériens.,COMMUNE DE PORTO VECCHIO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),MAIRIE DE PORTO-VECCHIO,C,C,C,N,41.5911382,9.2794469,7,2021
02A,02A001890,2A247,PORTO-VECCHIO,02A002177,CHLORATION PASCIALELLA MURATELLO,100 %,02A00108494,2021-09-13,09h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Il est à noter que le carbone organique total est à surveiller.,COMMUNE DE PORTO VECCHIO,STÉ DES EAUX CORSES (KYRNOLIA-SUD),MAIRIE DE PORTO-VECCHIO,C,C,C,N,41.5911382,9.2794469,9,2021
