cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year,latitude_y,longitude_y
02B,02B001698,2B342,VENTISERI,02B002696,RTE DE CHISA,50 %,02B00111650,2023-05-10,07h45,Eau d'alimentation non-conforme aux exigences de qualité. Trihalométhanes hors norme. Eau faiblement minéralisée. La teneur en chlore libre est trop élévée.,VENTISERI,MAIRIE DE VENTISERI,MAIRIE DE VENTISERI,C,N,C,N,5,2023,41.94317210000001,9.333115199999998
02B,02B001698,2B342,VENTISERI,02B002696,RTE DE CHISA,50 %,02B00112003,2023-05-22,07h10,Les trihalométhanes (THM) sont conformes aux limites de qualité des eaux destinées à la consommation humaine.,VENTISERI,MAIRIE DE VENTISERI,MAIRIE DE VENTISERI,S,C,S,C,5,2023,41.94317210000001,9.333115199999998
02B,02B001699,2B342,VENTISERI,02B001697,RESERVOIR TRAVO,100 %,02B00110489,2023-02-15,06h50,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,VENTISERI,MAIRIE DE VENTISERI,MAIRIE DE VENTISERI,C,C,C,N,2,2023,41.94317210000001,9.333115199999998
02B,02B001699,2B342,VENTISERI,,,,02B00110491,2023-01-11,06h05,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,VENTISERI,MAIRIE DE VENTISERI,MAIRIE DE VENTISERI,C,C,C,N,1,2023,41.94317210000001,9.333115199999998
02B,02B001699,2B342,VENTISERI,,,,02B00110492,2023-04-05,06h25,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,VENTISERI,MAIRIE DE VENTISERI,MAIRIE DE VENTISERI,C,C,C,N,4,2023,41.94317210000001,9.333115199999998
02B,02B001699,2B342,VENTISERI,,,,02B00110493,2023-02-15,08h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,VENTISERI,MAIRIE DE VENTISERI,MAIRIE DE VENTISERI,C,C,C,N,2,2023,41.94317210000001,9.333115199999998
02B,02B001699,2B342,VENTISERI,02B001697,RESERVOIR TRAVO,100 %,02B00111641,2023-06-27,09h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée. Température hors norme.,VENTISERI,MAIRIE DE VENTISERI,MAIRIE DE VENTISERI,C,C,C,N,6,2023,41.94317210000001,9.333115199999998
02B,02B001699,2B342,VENTISERI,,,,02B00111644,2023-08-03,07h55,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VENTISERI,MAIRIE DE VENTISERI,MAIRIE DE VENTISERI,N,C,N,N,8,2023,41.94317210000001,9.333115199999998
02B,02B001699,2B342,VENTISERI,,,,02B00111645,2023-06-22,08h38,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée. pH hors norme.,VENTISERI,MAIRIE DE VENTISERI,MAIRIE DE VENTISERI,C,C,C,N,6,2023,41.94317210000001,9.333115199999998
02B,02B001699,2B342,VENTISERI,,,,02B00111646,2023-05-10,06h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,VENTISERI,MAIRIE DE VENTISERI,MAIRIE DE VENTISERI,C,C,C,N,5,2023,41.94317210000001,9.333115199999998
02B,02B001705,2B068,CARTICASI,,,,02B00106141,2023-01-25,07h20,Eau d'alimentation conforme aux limites de qualité. Turbidité hors norme,CARTICASI,MAIRIE DE CARTICASI,MAIRIE DE CARTICASI,C,C,C,N,1,2023,42.3570794,9.2911329
02B,02B001705,2B068,CARTICASI,02B001704,RESERVOIR CARTICASI,100 %,02B00109924,2023-02-16,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CARTICASI,MAIRIE DE CARTICASI,MAIRIE DE CARTICASI,C,C,C,C,2,2023,42.3570794,9.2911329
02B,02B001705,2B068,CARTICASI,,,,02B00109925,2023-04-04,08h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CARTICASI,MAIRIE DE CARTICASI,MAIRIE DE CARTICASI,C,C,C,C,4,2023,42.3570794,9.2911329
02B,02B001705,2B068,CARTICASI,,,,02B00111180,2023-06-29,08h00,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,CARTICASI,MAIRIE DE CARTICASI,MAIRIE DE CARTICASI,N,C,C,C,6,2023,42.3570794,9.2911329
02B,02B001710,2B298,SAINT-FLORENT,02B001708,RESERVOIRS R1 ET R2,100 %,02B00110400,2023-04-05,09h40,Eau d'alimentation conforme aux limites de qualité. Carbone Organique Total hors norme.,SAINT FLORENT,MAIRIE DE SAINT FLORENT,MAIRIE DE SAINT FLORENT,C,C,C,N,4,2023,42.681295,9.3024991
02B,02B001710,2B298,SAINT-FLORENT,,,,02B00110401,2023-01-24,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est trop élévée.,SAINT FLORENT,MAIRIE DE SAINT FLORENT,MAIRIE DE SAINT FLORENT,C,C,C,C,1,2023,42.681295,9.3024991
02B,02B001710,2B298,SAINT-FLORENT,,,,02B00110402,2023-03-21,07h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SAINT FLORENT,MAIRIE DE SAINT FLORENT,MAIRIE DE SAINT FLORENT,C,C,C,C,3,2023,42.681295,9.3024991
02B,02B001710,2B298,SAINT-FLORENT,,,,02B00110403,2023-03-21,07h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SAINT FLORENT,MAIRIE DE SAINT FLORENT,MAIRIE DE SAINT FLORENT,C,C,C,C,3,2023,42.681295,9.3024991
02B,02B001710,2B298,SAINT-FLORENT,,,,02B00110404,2023-03-21,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SAINT FLORENT,MAIRIE DE SAINT FLORENT,MAIRIE DE SAINT FLORENT,C,C,C,C,3,2023,42.681295,9.3024991
02B,02B001710,2B298,SAINT-FLORENT,,,,02B00111547,2023-06-29,07h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SAINT FLORENT,MAIRIE DE SAINT FLORENT,MAIRIE DE SAINT FLORENT,C,C,C,C,6,2023,42.681295,9.3024991
02B,02B001710,2B298,SAINT-FLORENT,,,,02B00111548,2023-08-01,08h00,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Présence de germes témoins de contamination fécale.,SAINT FLORENT,MAIRIE DE SAINT FLORENT,MAIRIE DE SAINT FLORENT,N,C,C,C,8,2023,42.681295,9.3024991
02B,02B001710,2B298,SAINT-FLORENT,,,,02B00111550,2023-06-29,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SAINT FLORENT,MAIRIE DE SAINT FLORENT,MAIRIE DE SAINT FLORENT,C,C,C,C,6,2023,42.681295,9.3024991
02B,02B001710,2B298,SAINT-FLORENT,,,,02B00111551,2023-06-29,07h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est trop élévée.,SAINT FLORENT,MAIRIE DE SAINT FLORENT,MAIRIE DE SAINT FLORENT,C,C,C,C,6,2023,42.681295,9.3024991
02B,02B001715,2B161,MOITA,02B001714,RESERVOIR MOITA,100 %,02B00110081,2023-02-01,07h00,Eau d'alimentation conforme aux limites de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,MOITA,MAIRIE DE MOITA,MAIRIE DE MOITA,C,C,N,C,2,2023,42.2788557,9.4126986
02B,02B001715,2B161,MOITA,,,,02B00110083,2023-04-19,06h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,MOITA,MAIRIE DE MOITA,MAIRIE DE MOITA,C,C,C,C,4,2023,42.2788557,9.4126986
02B,02B001715,2B161,MOITA,,,,02B00111366,2023-07-27,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,MOITA,MAIRIE DE MOITA,MAIRIE DE MOITA,C,C,C,C,7,2023,42.2788557,9.4126986
02B,02B001722,2B205,PATRIMONIO,02B001720,STATION TRAITEMENT PATRIMONIO,100 %,02B00110162,2023-03-09,09h00,Eau d'alimentation conforme aux limites de qualité. Carbone Organique Total hors norme. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,PATRIMONIO,MAIRIE DE PATRIMONIO,MAIRIE DE PATRIMONIO,C,C,N,N,3,2023,42.7007387,9.3645244
02B,02B001722,2B205,PATRIMONIO,,,,02B00110164,2023-01-05,09h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PATRIMONIO,MAIRIE DE PATRIMONIO,MAIRIE DE PATRIMONIO,C,C,C,C,1,2023,42.7007387,9.3645244
02B,02B001722,2B205,PATRIMONIO,,,,02B00110165,2023-05-09,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PATRIMONIO,MAIRIE DE PATRIMONIO,MAIRIE DE PATRIMONIO,C,C,C,C,5,2023,42.7007387,9.3645244
02B,02B001722,2B205,PATRIMONIO,02B001720,STATION TRAITEMENT PATRIMONIO,100 %,02B00111319,2023-08-03,08h50,Eau d'alimentation conforme aux limites de qualité. Carbone Organique Total hors norme.,PATRIMONIO,MAIRIE DE PATRIMONIO,MAIRIE DE PATRIMONIO,C,C,C,N,8,2023,42.7007387,9.3645244
02B,02B001722,2B205,PATRIMONIO,,,,02B00111321,2023-06-22,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PATRIMONIO,MAIRIE DE PATRIMONIO,MAIRIE DE PATRIMONIO,C,C,C,C,6,2023,42.7007387,9.3645244
02B,02B001729,2B218,PIEDICORTE-DI-GAGGIO,02B001728,RESERVOIR PIEDICORTE,100 %,02B00110187,2023-04-19,08h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIEDICORTE DI GAGGIO,MAIRIE DE PIEDICORTE DI GAGGIO,MAIRIE DE PIEDICORTE DI GAGGIO,C,C,C,C,4,2023,42.23548,9.32791
02B,02B001729,2B218,PIEDICORTE-DI-GAGGIO,,,,02B00110188,2023-02-20,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIEDICORTE DI GAGGIO,MAIRIE DE PIEDICORTE DI GAGGIO,MAIRIE DE PIEDICORTE DI GAGGIO,C,C,C,C,2,2023,42.23548,9.32791
02B,02B001736,2B109,FARINOLE,02B001734,RESERVOIR COSTA,100 %,02B00110006,2023-03-09,08h10,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,FARINOLE,MAIRIE DE FARINOLE,MAIRIE DE FARINOLE,N,C,N,N,3,2023,42.7318671,9.3636859
02B,02B001736,2B109,FARINOLE,,,,02B00110011,2023-01-05,08h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,FARINOLE,MAIRIE DE FARINOLE,MAIRIE DE FARINOLE,C,C,C,C,1,2023,42.7318671,9.3636859
02B,02B001736,2B109,FARINOLE,02B001734,RESERVOIR COSTA,100 %,02B00111231,2023-08-03,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,FARINOLE,MAIRIE DE FARINOLE,MAIRIE DE FARINOLE,C,C,C,C,8,2023,42.7318671,9.3636859
02B,02B001736,2B109,FARINOLE,,,,02B00111236,2023-06-22,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,FARINOLE,MAIRIE DE FARINOLE,MAIRIE DE FARINOLE,C,C,C,C,6,2023,42.7318671,9.3636859
02B,02B001742,2B343,VENZOLASCA,02B001741,RESERVOIR VENZOLASCA,100 %,02B00110498,2023-01-17,06h40,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,VENZOLASCA,MAIRIE DE VENZOLASCA,MAIRIE DE VENZOLASCA,C,C,C,N,1,2023,42.48385220000001,9.455981199999998
02B,02B001742,2B343,VENZOLASCA,,,,02B00110499,2023-03-30,06h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,VENZOLASCA,MAIRIE DE VENZOLASCA,MAIRIE DE VENZOLASCA,C,C,C,C,3,2023,42.48385220000001,9.455981199999998
02B,02B001742,2B343,VENZOLASCA,,,,02B00111654,2023-07-12,07h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,VENZOLASCA,MAIRIE DE VENZOLASCA,MAIRIE DE VENZOLASCA,N,C,C,N,7,2023,42.48385220000001,9.455981199999998
02B,02B001748,2B147,LOZZI,02B001746,RESERVOIR LOZZI,100 %,02B00110048,2023-04-20,07h10,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,LOZZI,MAIRIE DE LOZZI,MAIRIE DE LOZZI,C,C,C,N,4,2023,42.3451251,9.0037684
02B,02B001748,2B147,LOZZI,,,,02B00110049,2023-03-09,06h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,LOZZI,MAIRIE DE LOZZI,MAIRIE DE LOZZI,C,C,C,N,3,2023,42.3451251,9.0037684
02B,02B001748,2B147,LOZZI,,,,02B00111272,2023-07-03,06h40,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,LOZZI,MAIRIE DE LOZZI,MAIRIE DE LOZZI,C,C,C,N,7,2023,42.3451251,9.0037684
02B,02B001749,2B147,LOZZI,02B001747,RESERVOIR POGGIO,100 %,02B00110047,2023-03-09,06h20,Eau d'alimentation conforme aux limites de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante. Eau faiblement minéralisée.,LOZZI,MAIRIE DE LOZZI,MAIRIE DE LOZZI,C,C,N,N,3,2023,42.3451251,9.0037684
02B,02B001749,2B147,LOZZI,,,,02B00110050,2023-04-20,07h00,Eau d'alimentation conforme aux limites de qualité. Présence de bactéries coliformes. La teneur en chlore libre est insuffisante. Eau faiblement minéralisée.,LOZZI,MAIRIE DE LOZZI,MAIRIE DE LOZZI,C,C,N,N,4,2023,42.3451251,9.0037684
02B,02B001749,2B147,LOZZI,02B001747,RESERVOIR POGGIO,100 %,02B00111268,2023-07-03,07h10,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,LOZZI,MAIRIE DE LOZZI,MAIRIE DE LOZZI,C,C,C,N,7,2023,42.3451251,9.0037684
02B,02B001752,2B047,CALACUCCIA,02B001751,RESERVOIR BONAMANACCE,100 %,02B00109874,2023-04-19,07h50,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CALACUCCIA,MAIRIE DE CALACUCCIA,MAIRIE DE CALACUCCIA,C,C,N,N,4,2023,42.3369329,9.0153921
02B,02B001752,2B047,CALACUCCIA,,,,02B00109875,2023-03-07,08h20,Eau d'alimentation conforme aux limites de qualité. Présence de bactéries sulfito-réductrices. Présence de bactéries coliformes. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CALACUCCIA,MAIRIE DE CALACUCCIA,MAIRIE DE CALACUCCIA,C,C,N,N,3,2023,42.3369329,9.0153921
02B,02B001752,2B047,CALACUCCIA,02B001751,RESERVOIR BONAMANACCE,100 %,02B00111136,2023-06-29,08h20,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CALACUCCIA,MAIRIE DE CALACUCCIA,MAIRIE DE CALACUCCIA,C,C,C,N,6,2023,42.3369329,9.0153921
02B,02B001752,2B047,CALACUCCIA,,,,02B00111137,2023-07-26,10h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CALACUCCIA,MAIRIE DE CALACUCCIA,MAIRIE DE CALACUCCIA,C,C,C,C,7,2023,42.3369329,9.0153921
02B,02B001752,2B047,CALACUCCIA,,,,02B00111139,2023-08-23,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CALACUCCIA,MAIRIE DE CALACUCCIA,MAIRIE DE CALACUCCIA,C,C,C,C,8,2023,42.3369329,9.0153921
02B,02B001760,2B195,ORTIPORIO,,,,02B00109231,2023-01-04,09h10,Eau d'alimentation conforme aux limites de qualité. Turbidité hors norme.,ORTIPORIO,MAIRIE DE ORTIPORIO,MAIRIE DE ORTIPORIO,C,C,C,N,1,2023,42.4566579,9.3431587
02B,02B001760,2B195,ORTIPORIO,02B001758,RESERVOIR ORNETO,100 %,02B00110155,2023-04-25,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTIPORIO,MAIRIE DE ORTIPORIO,MAIRIE DE ORTIPORIO,C,C,C,C,4,2023,42.4566579,9.3431587
02B,02B001760,2B195,ORTIPORIO,,,,02B00110157,2023-04-25,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTIPORIO,MAIRIE DE ORTIPORIO,MAIRIE DE ORTIPORIO,C,C,C,C,4,2023,42.4566579,9.3431587
02B,02B001760,2B195,ORTIPORIO,,,,02B00111314,2023-07-27,08h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTIPORIO,MAIRIE DE ORTIPORIO,MAIRIE DE ORTIPORIO,C,C,C,C,7,2023,42.4566579,9.3431587
02B,02B001761,2B195,ORTIPORIO,,,,02B00109230,2023-01-04,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTIPORIO,MAIRIE DE ORTIPORIO,MAIRIE DE ORTIPORIO,C,C,C,C,1,2023,42.4566579,9.3431587
02B,02B001761,2B195,ORTIPORIO,,,,02B00110156,2023-04-25,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTIPORIO,MAIRIE DE ORTIPORIO,MAIRIE DE ORTIPORIO,C,C,C,C,4,2023,42.4566579,9.3431587
02B,02B001761,2B195,ORTIPORIO,,,,02B00111313,2023-07-27,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ORTIPORIO,MAIRIE DE ORTIPORIO,MAIRIE DE ORTIPORIO,C,C,C,C,7,2023,42.4566579,9.3431587
02B,02B001767,2B078,CASTELLARE-DI-MERCURIO,02B001766,RESERVOIR CASTELLARE DI MERCURIO,100 %,02B00109940,2023-04-18,07h20,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CASTELLARE DI MERCURIO,MAIRIE DE CASTELLARE DI MERCURIO,MAIRIE DE CASTELLARE DI MERCURIO,C,C,C,N,4,2023,42.3111266,9.2454923
02B,02B001767,2B078,CASTELLARE-DI-MERCURIO,,,,02B00109941,2023-02-21,09h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CASTELLARE DI MERCURIO,MAIRIE DE CASTELLARE DI MERCURIO,MAIRIE DE CASTELLARE DI MERCURIO,C,C,C,N,2,2023,42.3111266,9.2454923
02B,02B001767,2B078,CASTELLARE-DI-MERCURIO,,,,02B00111188,2023-06-27,08h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CASTELLARE DI MERCURIO,MAIRIE DE CASTELLARE DI MERCURIO,MAIRIE DE CASTELLARE DI MERCURIO,C,C,C,N,6,2023,42.3111266,9.2454923
02B,02B001778,2B051,CAMBIA,02B001774,RESERVOIR CAMBIA,100 %,02B00109893,2023-02-16,08h15,Eau d'alimentation conforme aux limites de qualité. Carbone Organique Total hors norme. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,C,C,N,N,2,2023,42.3638218,9.2947179
02B,02B001778,2B051,CAMBIA,,,,02B00111160,2023-06-29,08h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante. Eau faiblement minéralisée.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,N,C,C,N,6,2023,42.3638218,9.2947179
02B,02B001779,2B051,CAMBIA,,,,02B00109896,2023-04-04,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,C,C,C,C,4,2023,42.3638218,9.2947179
02B,02B001779,2B051,CAMBIA,,,,02B00111158,2023-06-29,08h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,C,C,C,C,6,2023,42.3638218,9.2947179
02B,02B001780,2B051,CAMBIA,,,,02B00109897,2023-04-04,07h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,C,C,C,C,4,2023,42.3638218,9.2947179
02B,02B001781,2B051,CAMBIA,02B001777,RESERVOIR SAN QUILICO,100 %,02B00109894,2023-02-16,07h45,Eau d'alimentation conforme aux limites de qualité. Carbone Organique Total hors norme. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,C,C,N,N,2,2023,42.3638218,9.2947179
02B,02B001781,2B051,CAMBIA,,,,02B00109895,2023-04-04,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,C,C,C,C,4,2023,42.3638218,9.2947179
02B,02B001781,2B051,CAMBIA,,,,02B00111157,2023-06-29,08h45,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,C,C,C,N,6,2023,42.3638218,9.2947179
02B,02B001787,2B083,CASTIRLA,02B001786,RESERVOIR CASANOVA (OU CASTIRLA),100 %,02B00109958,2023-04-20,08h00,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,CASTIRLA,MAIRIE DE CASTIRLA,MAIRIE DE CASTIRLA,C,C,N,N,4,2023,42.3728484,9.1443514
02B,02B001787,2B083,CASTIRLA,,,,02B00109959,2023-03-09,08h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CASTIRLA,MAIRIE DE CASTIRLA,MAIRIE DE CASTIRLA,N,C,N,N,3,2023,42.3728484,9.1443514
02B,02B001787,2B083,CASTIRLA,,,,02B00111200,2023-07-03,07h50,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,CASTIRLA,MAIRIE DE CASTIRLA,MAIRIE DE CASTIRLA,C,C,C,N,7,2023,42.3728484,9.1443514
02B,02B001796,2B283,SOLARO,02B001795,RESERVOIR FOATA,100 %,02B00110379,2023-02-15,07h30,Eau d'alimentation conforme aux limites de qualité. Eau agressive. Eau faiblement minéralisée.,SOLARO,MAIRIE DE SOLARO,MAIRIE DE SOLARO,C,C,C,N,2,2023,41.9044965,9.3282868
02B,02B001796,2B283,SOLARO,,,,02B00110380,2023-04-05,07h25,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,SOLARO,MAIRIE DE SOLARO,MAIRIE DE SOLARO,C,C,C,N,4,2023,41.9044965,9.3282868
02B,02B001796,2B283,SOLARO,02B001795,RESERVOIR FOATA,100 %,02B00111526,2023-05-10,06h30,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,SOLARO,MAIRIE DE SOLARO,MAIRIE DE SOLARO,C,C,C,N,5,2023,41.9044965,9.3282868
02B,02B001796,2B283,SOLARO,,,,02B00111527,2023-06-27,08h45,Eau d'alimentation conforme aux limites de qualité. Eau faiblement minéralisée.,SOLARO,MAIRIE DE SOLARO,MAIRIE DE SOLARO,C,C,C,N,6,2023,41.9044965,9.3282868
02B,02B001805,2B297,SAN-DAMIANO,,,,02B00111543,2023-06-01,06h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,C,C,C,C,6,2023,42.4111096,9.4074154
02B,02B001806,2B297,SAN-DAMIANO,02B001803,RESERVOIR GARANZA,100 %,02B00110396,2023-04-03,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,C,C,C,C,4,2023,42.4111096,9.4074154
02B,02B001806,2B297,SAN-DAMIANO,,,,02B00110397,2023-03-01,07h40,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,N,C,N,N,3,2023,42.4111096,9.4074154
02B,02B001806,2B297,SAN-DAMIANO,,,,02B00111542,2023-07-06,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,C,C,C,C,7,2023,42.4111096,9.4074154
02B,02B001807,2B297,SAN-DAMIANO,,,,02B00110398,2023-01-19,06h40,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,N,C,N,C,1,2023,42.4111096,9.4074154
02B,02B001810,2B328,TOX,02B001809,RESERVOIR TOX,100 %,02B00110459,2023-02-01,07h20,Eau d'alimentation conforme aux limites de qualité. Eau agressive.,TOX,MAIRIE DE TOX,MAIRIE DE TOX,C,C,C,N,2,2023,42.2512729,9.4302487
02B,02B001810,2B328,TOX,,,,02B00110460,2023-04-19,07h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TOX,MAIRIE DE TOX,MAIRIE DE TOX,C,C,C,C,4,2023,42.2512729,9.4302487
02B,02B001810,2B328,TOX,02B001809,RESERVOIR TOX,100 %,02B00111612,2023-06-21,07h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TOX,MAIRIE DE TOX,MAIRIE DE TOX,C,C,C,C,6,2023,42.2512729,9.4302487
02B,02B001810,2B328,TOX,,,,02B00111613,2023-07-27,10h20,Eau d'alimentation conforme aux limites de qualité.,TOX,MAIRIE DE TOX,MAIRIE DE TOX,C,C,C,N,7,2023,42.2512729,9.4302487
