cddept,cdreseau,inseecommuneprinc,nomcommuneprinc,cdreseauamont,nomreseauamont,pourcentdebit,referenceprel,dateprel,heureprel,conclusionprel,ugelib,distrlib,moalib,plvconformitebacterio,plvconformitechimique,plvconformitereferencebact,plvconformitereferencechim,month,year
02B,02B001781,2B051,CAMBIA,02B001777,RESERVOIR SAN QUILICO,100 %,02B00102585,2021-02-24,06h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,C,C,C,C,2,2021
02B,02B001781,2B051,CAMBIA,,,,02B00103716,2021-05-10,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,C,C,C,C,5,2021
02B,02B001781,2B051,CAMBIA,,,,02B00105396,2021-10-12,08h20,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,CAMBIA,MAIRIE DE CAMBIA,MAIRIE DE CAMBIA,N,C,N,C,10,2021
02B,02B001787,2B083,CASTIRLA,02B001786,RESERVOIR CASANOVA (OU CASTIRLA),100 %,02B00102647,2021-03-03,09h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,CASTIRLA,MAIRIE DE CASTIRLA,MAIRIE DE CASTIRLA,C,C,C,N,3,2021
02B,02B001787,2B083,CASTIRLA,,,,02B00102648,2021-05-05,08h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CASTIRLA,MAIRIE DE CASTIRLA,MAIRIE DE CASTIRLA,C,C,C,N,5,2021
02B,02B001787,2B083,CASTIRLA,02B001786,RESERVOIR CASANOVA (OU CASTIRLA),100 %,02B00103773,2021-08-31,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,CASTIRLA,MAIRIE DE CASTIRLA,MAIRIE DE CASTIRLA,C,C,C,C,8,2021
02B,02B001787,2B083,CASTIRLA,,,,02B00103774,2021-10-27,09h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,CASTIRLA,MAIRIE DE CASTIRLA,MAIRIE DE CASTIRLA,C,C,C,N,10,2021
02B,02B001787,2B083,CASTIRLA,,,,02B00105430,2021-11-25,09h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,CASTIRLA,MAIRIE DE CASTIRLA,MAIRIE DE CASTIRLA,C,C,C,N,11,2021
02B,02B001796,2B283,SOLARO,02B001795,RESERVOIR FOATA,100 %,02B00103013,2021-07-01,07h10,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau agressive. Eau faiblement minéralisée.,SOLARO,MAIRIE DE SOLARO,MAIRIE DE SOLARO,C,C,C,N,7,2021
02B,02B001796,2B283,SOLARO,,,,02B00103014,2021-04-07,08h20,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,SOLARO,MAIRIE DE SOLARO,MAIRIE DE SOLARO,C,C,C,N,4,2021
02B,02B001796,2B283,SOLARO,02B001795,RESERVOIR FOATA,100 %,02B00104044,2021-09-01,06h45,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,SOLARO,MAIRIE DE SOLARO,MAIRIE DE SOLARO,C,C,C,N,9,2021
02B,02B001796,2B283,SOLARO,,,,02B00104045,2021-08-04,06h35,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,SOLARO,MAIRIE DE SOLARO,MAIRIE DE SOLARO,C,C,C,N,8,2021
02B,02B001796,2B283,SOLARO,,,,02B00105605,2021-11-17,07h55,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SOLARO,MAIRIE DE SOLARO,MAIRIE DE SOLARO,C,C,C,N,11,2021
02B,02B001805,2B297,SAN-DAMIANO,02B001802,RESERVOIR ALZI,100 %,02B00103027,2021-02-08,06h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,C,C,C,C,2,2021
02B,02B001805,2B297,SAN-DAMIANO,,,,02B00104127,2021-06-21,06h40,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,N,C,N,C,6,2021
02B,02B001805,2B297,SAN-DAMIANO,,,,02B00105616,2021-12-02,06h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,C,C,C,C,12,2021
02B,02B001806,2B297,SAN-DAMIANO,02B001803,RESERVOIR GARANZA,100 %,02B00103029,2021-09-29,06h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,C,C,C,C,9,2021
02B,02B001806,2B297,SAN-DAMIANO,,,,02B00104126,2021-06-30,09h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,C,C,C,C,6,2021
02B,02B001807,2B297,SAN-DAMIANO,02B001804,RESERVOIR BONIFACIO,100 %,02B00103028,2021-02-08,06h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,C,C,C,C,2,2021
02B,02B001807,2B297,SAN-DAMIANO,,,,02B00104128,2021-06-21,06h35,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,N,C,C,C,6,2021
02B,02B001807,2B297,SAN-DAMIANO,,,,02B00105617,2021-12-02,06h20,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,SAN DAMIANO,MAIRIE DE SAN DAMIANO,MAIRIE DE SAN DAMIANO,N,C,C,C,12,2021
02B,02B001810,2B328,TOX,02B001809,RESERVOIR TOX,100 %,02B00103100,2021-03-03,07h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau incrustante.,TOX,MAIRIE DE TOX,MAIRIE DE TOX,C,C,C,N,3,2021
02B,02B001810,2B328,TOX,,,,02B00103101,2021-04-20,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TOX,MAIRIE DE TOX,MAIRIE DE TOX,C,C,C,C,4,2021
02B,02B001810,2B328,TOX,02B001809,RESERVOIR TOX,100 %,02B00104194,2021-06-16,07h10,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TOX,MAIRIE DE TOX,MAIRIE DE TOX,C,C,C,C,6,2021
02B,02B001810,2B328,TOX,,,,02B00104195,2021-09-15,08h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TOX,MAIRIE DE TOX,MAIRIE DE TOX,C,C,C,C,9,2021
02B,02B001810,2B328,TOX,,,,02B00105650,2021-11-24,06h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,TOX,MAIRIE DE TOX,MAIRIE DE TOX,C,C,C,C,11,2021
02B,02B001819,2B299,SAN-GAVINO-D'AMPUGNANI,02B001816,RESERVOIR POGGIO HAUT,100 %,02B00103040,2021-03-30,06h55,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,C,C,C,C,3,2021
02B,02B001819,2B299,SAN-GAVINO-D'AMPUGNANI,,,,02B00103041,2021-02-08,06h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,C,C,C,C,2,2021
02B,02B001819,2B299,SAN-GAVINO-D'AMPUGNANI,02B001816,RESERVOIR POGGIO HAUT,100 %,02B00104136,2021-06-21,07h05,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,N,C,N,N,6,2021
02B,02B001819,2B299,SAN-GAVINO-D'AMPUGNANI,,,,02B00104140,2021-07-15,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,C,C,C,C,7,2021
02B,02B001819,2B299,SAN-GAVINO-D'AMPUGNANI,,,,02B00105622,2021-09-30,06h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,C,C,C,C,9,2021
02B,02B001820,2B299,SAN-GAVINO-D'AMPUGNANI,02B001817,RESERVOIR CASANOVA,100 %,02B00103037,2021-02-08,07h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,C,C,C,C,2,2021
02B,02B001820,2B299,SAN-GAVINO-D'AMPUGNANI,,,,02B00104139,2021-07-15,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,C,C,C,C,7,2021
02B,02B001820,2B299,SAN-GAVINO-D'AMPUGNANI,,,,02B00105621,2021-09-30,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries sulfito-réductrices. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,C,C,N,C,9,2021
02B,02B001821,2B299,SAN-GAVINO-D'AMPUGNANI,02B001818,RESERVOIR NEPITA,100 %,02B00103039,2021-02-08,07h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,C,C,C,C,2,2021
02B,02B001821,2B299,SAN-GAVINO-D'AMPUGNANI,,,,02B00104138,2021-07-15,07h15,Eau d'alimentation non-conforme aux limites de qualité et conforme aux références de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,N,C,C,C,7,2021
02B,02B001821,2B299,SAN-GAVINO-D'AMPUGNANI,,,,02B00105620,2021-12-02,06h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. La teneur en chlore libre est insuffisante.,SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,MAIRIE DE SAN GAVINO D'AMPUGNANI,N,C,N,C,12,2021
02B,02B001824,2B303,SAN-GIULIANO,,,,02B00101698,2021-01-12,05h50,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GIULIANO,MAIRIE DE SAN GIULIANO,MAIRIE DE SAN GIULIANO,C,C,C,C,1,2021
02B,02B001824,2B303,SAN-GIULIANO,02B001823,RESERVOIR FAVALELLO,100 %,02B00103046,2021-03-23,06h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GIULIANO,MAIRIE DE SAN GIULIANO,MAIRIE DE SAN GIULIANO,C,C,C,C,3,2021
02B,02B001824,2B303,SAN-GIULIANO,,,,02B00103047,2021-05-03,06h45,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GIULIANO,MAIRIE DE SAN GIULIANO,MAIRIE DE SAN GIULIANO,C,C,C,C,5,2021
02B,02B001824,2B303,SAN-GIULIANO,,,,02B00104147,2021-06-07,06h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SAN GIULIANO,MAIRIE DE SAN GIULIANO,MAIRIE DE SAN GIULIANO,C,C,C,C,6,2021
02B,02B001824,2B303,SAN-GIULIANO,,,,02B00105627,2021-10-05,06h05,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SAN GIULIANO,MAIRIE DE SAN GIULIANO,MAIRIE DE SAN GIULIANO,C,C,C,C,10,2021
02B,02B001830,2B327,TOMINO,02B001829,RESERVOIR TOMINO,100 %,02B00103097,2021-02-23,07h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau fortement minéralisée. Carbone Organique Total hors norme. La teneur en chlore libre est insuffisante.,TOMINO,MAIRIE DE TOMINO,MAIRIE DE TOMINO,C,C,C,N,2,2021
02B,02B001830,2B327,TOMINO,,,,02B00103098,2021-04-06,08h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,TOMINO,MAIRIE DE TOMINO,MAIRIE DE TOMINO,C,C,C,C,4,2021
02B,02B001830,2B327,TOMINO,02B001829,RESERVOIR TOMINO,100 %,02B00104192,2021-07-12,09h00,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,TOMINO,MAIRIE DE TOMINO,MAIRIE DE TOMINO,C,C,C,C,7,2021
02B,02B001830,2B327,TOMINO,,,,02B00104193,2021-05-25,08h40,Eau d'alimentation non-conforme aux exigences de qualité. Antimoine hors norme. Turbidité hors norme. Eau fortement minéralisée. La teneur en chlore libre est insuffisante.,TOMINO,MAIRIE DE TOMINO,MAIRIE DE TOMINO,C,N,C,N,5,2021
02B,02B001830,2B327,TOMINO,,,,02B00105649,2021-10-04,08h40,Eau d'alimentation non-conforme aux exigences de qualité. Antimoine hors norme. Eau fortement minéralisée. La teneur en chlore libre est insuffisante.,TOMINO,MAIRIE DE TOMINO,MAIRIE DE TOMINO,C,N,C,N,10,2021
02B,02B001842,2B275,SERMANO,02B001841,RESERVOIR SERMANO,100 %,02B00102992,2021-04-13,08h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SERMANO,MAIRIE DE SERMANO,MAIRIE DE SERMANO,C,C,C,N,4,2021
02B,02B001842,2B275,SERMANO,,,,02B00102994,2021-02-16,09h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SERMANO,MAIRIE DE SERMANO,MAIRIE DE SERMANO,C,C,C,N,2,2021
02B,02B001842,2B275,SERMANO,02B001841,RESERVOIR SERMANO,100 %,02B00104026,2021-07-19,09h00,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SERMANO,MAIRIE DE SERMANO,MAIRIE DE SERMANO,N,C,N,N,7,2021
02B,02B001842,2B275,SERMANO,,,,02B00104028,2021-06-02,08h50,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SERMANO,MAIRIE DE SERMANO,MAIRIE DE SERMANO,N,C,N,N,6,2021
02B,02B001842,2B275,SERMANO,,,,02B00105595,2021-11-29,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Présence de bactéries coliformes. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SERMANO,MAIRIE DE SERMANO,MAIRIE DE SERMANO,C,C,N,N,11,2021
02B,02B001848,2B289,SOVERIA,02B001847,RESERVOIR SOVERIA,100 %,02B00103017,2021-04-28,10h40,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SOVERIA,MAIRIE DE SOVERIA,MAIRIE DE SOVERIA,C,C,C,C,4,2021
02B,02B001848,2B289,SOVERIA,,,,02B00103018,2021-01-27,09h20,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,SOVERIA,MAIRIE DE SOVERIA,MAIRIE DE SOVERIA,C,C,C,C,1,2021
02B,02B001848,2B289,SOVERIA,02B001847,RESERVOIR SOVERIA,100 %,02B00104048,2021-09-01,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,SOVERIA,MAIRIE DE SOVERIA,MAIRIE DE SOVERIA,C,C,C,C,9,2021
02B,02B001848,2B289,SOVERIA,,,,02B00104049,2021-07-27,07h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SOVERIA,MAIRIE DE SOVERIA,MAIRIE DE SOVERIA,C,C,C,N,7,2021
02B,02B001848,2B289,SOVERIA,,,,02B00105608,2021-11-29,09h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SOVERIA,MAIRIE DE SOVERIA,MAIRIE DE SOVERIA,C,C,C,N,11,2021
02B,02B001860,2B107,ERSA,,,,02B00102690,2021-02-08,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ERSA,MAIRIE DE ERSA,MAIRIE DE ERSA,C,C,C,C,2,2021
02B,02B001860,2B107,ERSA,02B002713,STATION ACQUA TIGNESE,100 %,02B00103809,2021-09-13,09h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés. La teneur en chlore libre est insuffisante.,ERSA,MAIRIE DE ERSA,MAIRIE DE ERSA,C,C,C,C,9,2021
02B,02B001860,2B107,ERSA,,,,02B00103810,2021-06-17,08h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée.,ERSA,MAIRIE DE ERSA,MAIRIE DE ERSA,C,C,C,N,6,2021
02B,02B001860,2B107,ERSA,,,,02B00105448,2021-10-20,07h30,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,ERSA,MAIRIE DE ERSA,MAIRIE DE ERSA,C,C,C,C,10,2021
02B,02B001865,2B221,PIEDIPARTINO,02B001864,RESERVOIR,100 %,02B00102892,2021-04-28,07h35,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIEDIPARTINO,MAIRIE DE PIEDIPARTINO,MAIRIE DE PIEDIPARTINO,C,C,C,N,4,2021
02B,02B001865,2B221,PIEDIPARTINO,,,,02B00104075,2021-08-05,06h40,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIEDIPARTINO,MAIRIE DE PIEDIPARTINO,MAIRIE DE PIEDIPARTINO,C,C,C,N,8,2021
02B,02B001865,2B221,PIEDIPARTINO,,,,02B00105547,2021-11-18,05h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIEDIPARTINO,MAIRIE DE PIEDIPARTINO,MAIRIE DE PIEDIPARTINO,C,C,C,N,11,2021
02B,02B001869,2B214,PIANO,02B001868,RESERVOIR PIANO,100 %,02B00102879,2021-04-14,07h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIANO,MAIRIE DE PIANO,MAIRIE DE PIANO,C,C,C,C,4,2021
02B,02B001869,2B214,PIANO,,,,02B00102880,2021-02-11,06h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIANO,MAIRIE DE PIANO,MAIRIE DE PIANO,C,C,C,C,2,2021
02B,02B001869,2B214,PIANO,02B001868,RESERVOIR PIANO,100 %,02B00104062,2021-09-21,06h35,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIANO,MAIRIE DE PIANO,MAIRIE DE PIANO,C,C,C,C,9,2021
02B,02B001869,2B214,PIANO,,,,02B00104063,2021-06-15,06h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIANO,MAIRIE DE PIANO,MAIRIE DE PIANO,C,C,C,C,6,2021
02B,02B001869,2B214,PIANO,,,,02B00105540,2021-12-01,06h25,Eau d'alimentation conforme aux exigences de qualité en vigueur pour l'ensemble des paramètres mesurés.,PIANO,MAIRIE DE PIANO,MAIRIE DE PIANO,C,C,C,C,12,2021
02B,02B001872,2B213,PIANELLO,02B001871,RESERVOIR PICCHIA,100 %,02B00102877,2021-01-20,06h50,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIANELLO,MAIRIE DE PIANELLO,MAIRIE DE PIANELLO,C,C,C,N,1,2021
02B,02B001872,2B213,PIANELLO,,,,02B00102878,2021-04-20,07h55,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIANELLO,MAIRIE DE PIANELLO,MAIRIE DE PIANELLO,C,C,C,N,4,2021
02B,02B001872,2B213,PIANELLO,02B001871,RESERVOIR PICCHIA,100 %,02B00104060,2021-06-16,08h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIANELLO,MAIRIE DE PIANELLO,MAIRIE DE PIANELLO,C,C,C,N,6,2021
02B,02B001872,2B213,PIANELLO,,,,02B00104061,2021-09-15,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIANELLO,MAIRIE DE PIANELLO,MAIRIE DE PIANELLO,C,C,C,N,9,2021
02B,02B001872,2B213,PIANELLO,,,,02B00105539,2021-11-24,07h55,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PIANELLO,MAIRIE DE PIANELLO,MAIRIE DE PIANELLO,C,C,C,N,11,2021
02B,02B001879,2B365,SAN-GAVINO-DI-FIUMORBO,02B001877,RES SAN GAVINO,100 %,02B00103183,2021-04-14,07h15,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Turbidité hors norme. Eau faiblement minéralisée.,SAN GAVINO DI FIUMORBO,MAIRIE DE SAN GAVINO DI FIUMORBO,MAIRIE DE SAN GAVINO DI FIUMORBO,C,C,C,N,4,2021
02B,02B001879,2B365,SAN-GAVINO-DI-FIUMORBO,,,,02B00103186,2021-06-09,06h35,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SAN GAVINO DI FIUMORBO,MAIRIE DE SAN GAVINO DI FIUMORBO,MAIRIE DE SAN GAVINO DI FIUMORBO,N,C,N,N,6,2021
02B,02B001879,2B365,SAN-GAVINO-DI-FIUMORBO,02B001877,RES SAN GAVINO,100 %,02B00104261,2021-09-09,06h35,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SAN GAVINO DI FIUMORBO,MAIRIE DE SAN GAVINO DI FIUMORBO,MAIRIE DE SAN GAVINO DI FIUMORBO,C,C,C,N,9,2021
02B,02B001879,2B365,SAN-GAVINO-DI-FIUMORBO,,,,02B00104263,2021-07-27,06h45,Eau d'alimentation non-conforme aux exigences de qualité. Présence de germes témoins de contamination fécale. Température hors norme. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SAN GAVINO DI FIUMORBO,MAIRIE DE SAN GAVINO DI FIUMORBO,MAIRIE DE SAN GAVINO DI FIUMORBO,N,C,N,N,7,2021
02B,02B001879,2B365,SAN-GAVINO-DI-FIUMORBO,,,,02B00105689,2021-10-27,07h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,SAN GAVINO DI FIUMORBO,MAIRIE DE SAN GAVINO DI FIUMORBO,MAIRIE DE SAN GAVINO DI FIUMORBO,C,C,C,N,10,2021
02B,02B001885,2B248,PRATO-DI-GIOVELLINA,02B001883,RESERVOIR PRATO SOPRANO,100 %,02B00102945,2021-02-09,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. pH hors norme. Eau incrustante. La teneur en chlore libre est insuffisante.,PRATO DI GIOVELLINA,MAIRIE DE PRATO DI GIOVELLINA,MAIRIE DE PRATO DI GIOVELLINA,C,C,C,N,2,2021
02B,02B001885,2B248,PRATO-DI-GIOVELLINA,,,,02B00103990,2021-06-30,08h00,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. Eau faiblement minéralisée. La teneur en chlore libre est insuffisante.,PRATO DI GIOVELLINA,MAIRIE DE PRATO DI GIOVELLINA,MAIRIE DE PRATO DI GIOVELLINA,C,C,C,N,6,2021
02B,02B001885,2B248,PRATO-DI-GIOVELLINA,,,,02B00105572,2021-10-27,08h30,Eau d'alimentation conforme aux limites de qualité et non conforme aux références de qualité. pH hors norme. Eau faiblement minéralisée.,PRATO DI GIOVELLINA,MAIRIE DE PRATO DI GIOVELLINA,MAIRIE DE PRATO DI GIOVELLINA,C,C,C,N,10,2021
